Filename,locations,Answer_Probabilities,Most_Frequent_Answer
JL35408JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/96ad092b-0ed4-487a-b7c5-768afe6d9997.jpeg,{'sterile': 1.0},sterile
JL35408JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/17f89709-f2dc-4333-84d4-7c0e83bd4058.jpeg,"{'male': 0.75, 'sterile': 0.167, 'not sure': 0.083}",male
JL35408JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/8ad5a277-79e7-4992-a2d5-429d11f13a10.jpeg,"{'male': 0.5, 'sterile': 0.417, 'not sure': 0.083}",male
JL35436_D318JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/43270087-26b0-4443-b68c-6bff1a29a2af.jpeg,"{'sterile': 0.958, 'not sure': 0.042}",sterile
JL35436_D318JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4dcbf36c-9702-43ed-b571-b985863fcd18.jpeg,"{'sterile': 0.917, 'not sure': 0.042, 'female': 0.042}",sterile
JL35437_D383JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/009cb544-8058-4a01-a5cd-3b7790e72c88.jpeg,"{'sterile': 0.75, 'not sure': 0.25}",sterile
JL35437_D383JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/e044fbf6-2295-42b6-a0dc-6fa4ec5ab737.jpeg,"{'sterile': 0.875, 'not sure': 0.042, 'male': 0.042, 'female': 0.042}",sterile
JL35437_D383JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/fab7f02a-4324-4057-bb57-4d00bad083d5.jpeg,"{'not sure': 0.083, 'sterile': 0.917}",sterile
JL35437_D383JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/30fca71a-0774-4010-9ffd-b26f02740420.jpeg,"{'sterile': 0.833, 'not sure': 0.083, 'both': 0.083}",sterile
JL35437_D383JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f8a45d04-b5f2-4730-983a-f1436c82072f.jpeg,"{'sterile': 0.833, 'not sure': 0.167}",sterile
JL35437_D383JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/72c3976f-8ceb-4883-9bc9-447bb0357186.jpeg,"{'sterile': 0.833, 'not sure': 0.167}",sterile
JL35462JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4c5ee80a-c8bc-479e-8159-21903e6dd494.jpeg,"{'female': 0.958, 'not sure': 0.042}",female
JL35462JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b08127d7-87c2-429e-946f-9c2921a3cbf9.jpeg,"{'female': 0.833, 'sterile': 0.042, 'both': 0.083, 'not sure': 0.042}",female
JL35462JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/349accc6-9ea1-4b6a-b89e-98138ee4dd22.jpeg,"{'female': 0.917, 'both': 0.083}",female
JL35462JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c4de7ac5-13a2-464a-b204-7ad9d33a478b.jpeg,"{'female': 0.417, 'not sure': 0.25, 'sterile': 0.333}",female
JL35462JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1aee87a0-5eb1-4a07-a0a4-c4aeb965cc4c.jpeg,{'sterile': 1.0},sterile
JL35462JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/5482114c-549f-49ec-a034-b30084ed454d.jpeg,"{'sterile': 0.583, 'not sure': 0.167, 'female': 0.083, 'male': 0.167}",sterile
JL35462JPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/3145d154-2941-4bb8-92c3-2828ce26fd31.jpeg,{'sterile': 1.0},sterile
JL35462JPEG_cropped_resized(f).jpg,https://panoptes-uploads.zooniverse.org/subject_location/94dc9350-1ec9-4f0b-a360-75b1cacd1c6e.jpeg,"{'not sure': 0.083, 'sterile': 0.917}",sterile
JL35462JPEG_cropped_resized(g).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ad24ed09-588a-4d14-b4a6-e5bea71358eb.jpeg,"{'female': 0.923, 'not sure': 0.077}",female
JL35462JPEG_cropped_resized(h).jpg,https://panoptes-uploads.zooniverse.org/subject_location/cf5e52f7-abd4-4862-a3e8-230ba7a87539.jpeg,{'sterile': 1.0},sterile
JL35468JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/87e35679-5772-454d-990d-3c976f310751.jpeg,"{'sterile': 0.917, 'not sure': 0.083}",sterile
JL35468JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4dc22f58-4382-4f49-a2cb-113baf24158b.jpeg,"{'sterile': 0.875, 'not sure': 0.125}",sterile
JL35468JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f1353b9d-a3bc-4df1-b3be-dfdf13fa0013.jpeg,"{'not sure': 0.167, 'sterile': 0.833}",sterile
JL35468JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ad545a74-c1f8-40af-a706-155a845ef173.jpeg,"{'female': 0.167, 'sterile': 0.833}",sterile
JL35481_D382JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/98d1b1cf-44f9-48c1-a0dd-6e2477a304fb.jpeg,"{'male': 0.042, 'sterile': 0.875, 'female': 0.042, 'not sure': 0.042}",sterile
JL35481_D382JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f04b74d6-23bf-4175-85d6-25d0ec83f98d.jpeg,"{'sterile': 0.875, 'not sure': 0.042, 'male': 0.083}",sterile
JL35481_D382JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ad57130b-8a1e-4fac-986a-a9de3dddc267.jpeg,{'sterile': 1.0},sterile
JL35481_D382JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1697ae48-cd13-461d-bb59-9fc02a1adddb.jpeg,"{'sterile': 0.917, 'not sure': 0.083}",sterile
JL35481_D382JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/933366bd-f04f-4f9a-9f89-36fec43cb732.jpeg,"{'sterile': 0.833, 'male': 0.167}",sterile
JL35481_D382JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/0b3c8db6-8ce4-401c-b9e2-57977fa54ef9.jpeg,"{'not sure': 0.167, 'sterile': 0.75, 'male': 0.083}",sterile
JL35481_D382JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f5350fb4-8835-4945-9f1a-9dd7eb27d58a.jpeg,{'sterile': 1.0},sterile
JL35481JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/91b44a23-dc08-47f0-b220-af3aecd7ec8d.jpeg,"{'sterile': 0.875, 'male': 0.042, 'not sure': 0.083}",sterile
JL35481JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/8f9d85bd-ebe4-4a64-bca9-21a1c1b3052b.jpeg,"{'sterile': 0.833, 'female': 0.083, 'male': 0.083}",sterile
JL35481JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/fe35a743-3512-4ccb-ae86-846de58df4bc.jpeg,{'sterile': 1.0},sterile
JL35481JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/12abd665-b6a7-40fc-9fb1-949cf7378856.jpeg,"{'sterile': 0.833, 'male': 0.083, 'not sure': 0.083}",sterile
JL35481JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/47b61b32-5b59-4857-9ee4-e3181467e5f1.jpeg,"{'sterile': 0.667, 'male': 0.25, 'not sure': 0.083}",sterile
JL35608JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/3b112aca-feb1-4f48-8ecf-a3f4bfba325a.jpeg,"{'not sure': 0.125, 'sterile': 0.792, 'male': 0.083}",sterile
JL35608JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d42756af-d962-4297-8c73-013cf069496c.jpeg,"{'male': 0.042, 'not sure': 0.083, 'sterile': 0.833, 'both': 0.042}",sterile
JL35608JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d3b503ca-128f-48db-8920-693de9f840a2.jpeg,"{'sterile': 0.667, 'not sure': 0.208, 'male': 0.125}",sterile
JL35608JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ff8158a0-1039-4a2d-b16a-811d25e311f3.jpeg,"{'male': 0.417, 'both': 0.042, 'sterile': 0.333, 'not sure': 0.167, 'female': 0.042}",male
JL35608JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ba1a44eb-9512-42ef-8b85-83ba732913aa.jpeg,{'sterile': 1.0},sterile
JL35608JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/cebe1eef-965c-4a0a-8eee-846fab025478.jpeg,"{'not sure': 0.333, 'sterile': 0.417, 'male': 0.25}",sterile
JL35608JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/8e544b06-f582-4316-937f-049e04026200.jpeg,"{'sterile': 0.75, 'not sure': 0.167, 'male': 0.083}",sterile
JL35608JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/0b778943-745b-4f77-b263-1b3e944e6e92.jpeg,"{'not sure': 0.167, 'sterile': 0.833}",sterile
JL35608JPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4658be99-a02a-4391-8c38-b0ec5deec122.jpeg,"{'sterile': 0.583, 'not sure': 0.083, 'male': 0.25, 'both': 0.083}",sterile
JL35613_D359JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/e76526ec-c33a-4017-8419-5f0b5d26849c.jpeg,"{'sterile': 0.875, 'not sure': 0.083, 'female': 0.042}",sterile
JL35613_D359JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/7f729a37-f28b-469d-b47b-57558da515a9.jpeg,"{'female': 0.25, 'not sure': 0.125, 'sterile': 0.5, 'male': 0.083, 'both': 0.042}",sterile
JL35613_D359JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ba726810-c594-4631-bee9-e334498c87a9.jpeg,"{'sterile': 0.875, 'female': 0.083, 'both': 0.042}",sterile
JL35613_D359JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/2a4e6541-dcb0-466b-acdc-cd1ed2712512.jpeg,"{'female': 0.542, 'sterile': 0.125, 'male': 0.25, 'not sure': 0.083}",female
JL35613_D359JPEG(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/0b229343-b658-4ad8-b975-48842b819c8a.jpeg,"{'female': 0.292, 'not sure': 0.167, 'sterile': 0.5, 'male': 0.042}",sterile
JL35613_D359JPEG(f).jpg,https://panoptes-uploads.zooniverse.org/subject_location/05560024-821b-4aa8-95bb-4896f564fdca.jpeg,"{'female': 0.583, 'not sure': 0.125, 'both': 0.292}",female
JL35613_D359JPEG(g).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ff79b232-810f-46c9-916a-974e8d0aeb83.jpeg,"{'male': 0.174, 'not sure': 0.174, 'sterile': 0.652}",sterile
JL35613_D359JPEG(h).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b176ad9b-8497-4a73-9540-3daa87a30c51.jpeg,"{'sterile': 0.318, 'male': 0.409, 'not sure': 0.182, 'both': 0.045, 'female': 0.045}",male
JL35613_D359JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/55ed9a68-2f06-4420-8d78-4d30d8ffdd17.jpeg,"{'sterile': 0.917, 'not sure': 0.083}",sterile
JL35613_D359JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/3b7896cd-441b-428b-9b49-a7a420b45159.jpeg,"{'male': 0.083, 'sterile': 0.833, 'not sure': 0.083}",sterile
JL35613_D359JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/08d2c343-c573-4350-950f-d072127c337c.jpeg,"{'female': 0.333, 'sterile': 0.333, 'not sure': 0.25, 'male': 0.083}",female
JL35613_D359JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c7cba406-944c-4545-8167-15854a19ff5d.jpeg,"{'sterile': 0.5, 'not sure': 0.167, 'female': 0.333}",sterile
JL35613_D359JPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/a9a2ac2f-909f-4187-b426-8db1ff0aa139.jpeg,"{'not sure': 0.167, 'sterile': 0.833}",sterile
JL35613_D359JPEG_cropped_resized(f).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b6d1e7dd-60f5-4979-8536-fa54f1e671f2.jpeg,{'sterile': 1.0},sterile
JL35613_D359JPEG_cropped_resized(g).jpg,https://panoptes-uploads.zooniverse.org/subject_location/53915e81-f571-4bc8-97ca-460360e916ef.jpeg,"{'female': 0.583, 'both': 0.417}",female
JL35613_D359JPEG_cropped_resized(h).jpg,https://panoptes-uploads.zooniverse.org/subject_location/eb3a4e17-cff5-41f0-9994-2af28aee4af9.jpeg,"{'sterile': 0.833, 'male': 0.083, 'not sure': 0.083}",sterile
JL35613_D359JPEG_cropped_resized(i).jpg,https://panoptes-uploads.zooniverse.org/subject_location/477a36ff-ccb4-402f-ac61-05e5f4a9e75c.jpeg,"{'sterile': 0.583, 'male': 0.083, 'not sure': 0.25, 'both': 0.083}",sterile
JL35613_D359JPEG_cropped_resized(j).jpg,https://panoptes-uploads.zooniverse.org/subject_location/9a18ce43-7ea1-452e-b78e-71897dd9a9a3.jpeg,"{'not sure': 0.25, 'female': 0.417, 'sterile': 0.167, 'male': 0.167}",female
JL35613_D359JPEG_cropped_resized(k).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4abcfdbe-e67e-4d48-afee-85b0a9badd87.jpeg,"{'not sure': 0.5, 'both': 0.167, 'male': 0.25, 'sterile': 0.083}",not sure
JL35614JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6f0dcf10-98e7-4442-a22a-41c5c39c906d.jpeg,"{'sterile': 0.773, 'male': 0.136, 'not sure': 0.045, 'female': 0.045}",sterile
JL35614JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1d1d0e9d-59e3-4a4f-8c19-2897d5d9e3c6.jpeg,"{'sterile': 0.833, 'male': 0.167}",sterile
JL35614JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/fc011125-fd4c-450e-9142-90d3ffc2e12c.jpeg,"{'sterile': 0.667, 'female': 0.083, 'both': 0.083, 'not sure': 0.083, 'male': 0.083}",sterile
JL35718_D363JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6850aa04-3ffe-456b-afc9-0e7dcccf434e.jpeg,"{'not sure': 0.083, 'sterile': 0.917}",sterile
JL35718_D363JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1995804d-bb10-486d-bb43-eb3296f03cf6.jpeg,"{'sterile': 0.917, 'male': 0.042, 'not sure': 0.042}",sterile
JL35718_D363JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/37499b26-331c-4717-9fed-c91fe62d5e5e.jpeg,"{'both': 0.333, 'female': 0.5, 'male': 0.042, 'not sure': 0.083, 'sterile': 0.042}",female
JL35718_D363JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/31577674-5668-43e4-9b24-2abe2c7cf149.jpeg,"{'sterile': 0.75, 'not sure': 0.167, 'male': 0.083}",sterile
JL35718_D363JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f48921aa-a534-479a-ad6f-33c668171d1f.jpeg,"{'male': 0.167, 'female': 0.667, 'sterile': 0.083, 'both': 0.083}",female
JL35718_D363JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/67034ec4-1073-471d-9751-c2f8e15fa397.jpeg,"{'sterile': 0.917, 'male': 0.083}",sterile
JL35718_D363JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/21eb15d3-af74-45ba-8fb0-a2ca70f2492e.jpeg,{'sterile': 1.0},sterile
JL35718_D363JPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b33cd17f-9815-491e-b124-77c2cafbea8e.jpeg,"{'sterile': 0.833, 'female': 0.083, 'not sure': 0.083}",sterile
JL35738_D274JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/262f5b1c-8fe0-4bca-be63-8e3873bac9e1.jpeg,"{'both': 0.321, 'not sure': 0.179, 'female': 0.286, 'male': 0.143, 'sterile': 0.071}",both
JL35738_D274JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1d4baca7-73ad-4c35-b1cc-f21c956728c9.jpeg,"{'both': 0.292, 'sterile': 0.333, 'female': 0.208, 'not sure': 0.083, 'male': 0.083}",sterile
JL35738_D274JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/08cad81b-8ed3-4afb-8f67-b050a9daae98.jpeg,"{'female': 0.625, 'both': 0.167, 'not sure': 0.167, 'male': 0.042}",female
JL35738_D274JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d6501729-2fdc-4c74-a7bb-4d77efe39ce5.jpeg,"{'male': 0.417, 'not sure': 0.208, 'female': 0.083, 'sterile': 0.292}",male
JL35738_D274JPEG(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/af56455b-51e9-4f82-8c0e-f83e5210f076.jpeg,"{'male': 0.333, 'sterile': 0.292, 'both': 0.042, 'not sure': 0.25, 'female': 0.083}",male
JL35738_D274JPEG(f).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f4d0c416-d1e5-4c4c-b411-2dc48822629d.jpeg,"{'sterile': 0.875, 'not sure': 0.083, 'male': 0.042}",sterile
JL35738_D274JPEG(g).jpg,https://panoptes-uploads.zooniverse.org/subject_location/0272b1f7-c4ef-4295-a03d-fd4908d6c21a.jpeg,"{'both': 0.083, 'male': 0.292, 'female': 0.292, 'sterile': 0.208, 'not sure': 0.125}",male
JL35738_D274JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d15db2fc-2a23-428e-a721-d09d9e859cdb.jpeg,"{'female': 0.333, 'not sure': 0.167, 'sterile': 0.25, 'both': 0.25}",female
JL35738_D274JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/9064b6c2-8d45-4e4c-8c8d-557c29577517.jpeg,"{'both': 0.5, 'female': 0.25, 'sterile': 0.083, 'not sure': 0.083, 'male': 0.083}",both
JL35738_D274JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/50e84fb5-e78b-4229-ba63-24a0f3a62c6e.jpeg,"{'female': 0.083, 'sterile': 0.583, 'male': 0.167, 'both': 0.167}",sterile
JL35738_D274JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d6e669e0-b9b9-4c09-940e-6e5589519d5e.jpeg,"{'sterile': 0.25, 'female': 0.167, 'male': 0.5, 'not sure': 0.083}",male
JL35738_D274JPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c5eb6b59-c0e5-4fdb-8a25-69aa62aa96bc.jpeg,"{'female': 0.583, 'both': 0.167, 'not sure': 0.167, 'male': 0.083}",female
JL35738_D274JPEG_cropped_resized(f).jpg,https://panoptes-uploads.zooniverse.org/subject_location/31bd38bc-5777-4e3c-b07a-0cc0e6c78336.jpeg,"{'not sure': 0.167, 'male': 0.25, 'sterile': 0.583}",sterile
JL35738_D274JPEG_cropped_resized(g).jpg,https://panoptes-uploads.zooniverse.org/subject_location/3c268ea5-5f7a-4f81-881a-d4296309f53b.jpeg,"{'sterile': 0.667, 'male': 0.25, 'not sure': 0.083}",sterile
JL35758JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/181c3ec2-d7dd-41f2-b88d-18551bf02c2d.jpeg,"{'not sure': 0.125, 'sterile': 0.833, 'male': 0.042}",sterile
JL35758JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/2ba12711-d7cd-4263-adb2-ab4c5251a078.jpeg,"{'female': 0.625, 'both': 0.292, 'male': 0.042, 'not sure': 0.042}",female
JL35758JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/e4d5aef4-c6c7-418d-b815-8433b3d36aa0.jpeg,"{'sterile': 0.955, 'not sure': 0.045}",sterile
JL35758JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/52a91efc-c699-409a-aa56-2a967b85c3a5.jpeg,"{'sterile': 0.773, 'male': 0.182, 'not sure': 0.045}",sterile
JL35758JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/7c8df5dd-14d4-4ca1-a4e9-3c4d607ef1ce.jpeg,"{'sterile': 0.917, 'female': 0.083}",sterile
JL35758JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c0e4ff42-04de-41bd-ae90-482a958a433c.jpeg,"{'sterile': 0.917, 'not sure': 0.083}",sterile
JL35758JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/654c5615-8a2b-4f2e-b6ce-df9618108dcb.jpeg,"{'female': 0.583, 'sterile': 0.083, 'both': 0.333}",female
JL35758JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/de8eb5b5-309d-46c6-99ec-3253e2a6cf2e.jpeg,"{'sterile': 0.833, 'not sure': 0.083, 'male': 0.083}",sterile
JL35781_D313JPEG.jpg,https://panoptes-uploads.zooniverse.org/subject_location/73c5c6aa-4392-4e09-8324-9bc0942e1aa6.jpeg,"{'female': 0.5, 'not sure': 0.125, 'sterile': 0.333, 'male': 0.042}",female
JL35781_D313JPEG_cropped_resized.jpg,https://panoptes-uploads.zooniverse.org/subject_location/ebd5c606-e876-44f2-8ddb-32dcf5586573.jpeg,"{'sterile': 0.667, 'female': 0.25, 'not sure': 0.083}",sterile
JL35841_DNAF376JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/281eac9b-ee20-4793-8d4a-0fb73fb68d87.jpeg,"{'sterile': 0.708, 'not sure': 0.083, 'male': 0.167, 'female': 0.042}",sterile
JL35841_DNAF376JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/e45401a2-5248-47cc-9e16-49c51850019a.jpeg,"{'female': 0.708, 'sterile': 0.208, 'both': 0.042, 'male': 0.042}",female
JL35841_DNAF376JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6090c2b0-bea2-49c1-9ecc-aec050468a0a.jpeg,"{'female': 0.083, 'sterile': 0.75, 'not sure': 0.125, 'male': 0.042}",sterile
JL35841_DNAF376JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4c869a99-97e8-432b-af8d-62cca0c508ba.jpeg,"{'sterile': 0.917, 'male': 0.083}",sterile
JL35841_DNAF376JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/8937ae00-f23c-4afc-b642-ed7c67005b25.jpeg,"{'sterile': 0.25, 'not sure': 0.167, 'female': 0.5, 'both': 0.083}",female
JL35841_DNAF376JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/e361e1ab-99de-4019-a30d-4d2f23bd52a6.jpeg,"{'sterile': 0.75, 'not sure': 0.083, 'male': 0.167}",sterile
JL35845JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/8114f2aa-b975-4dbd-b873-1229f0431c4a.jpeg,"{'sterile': 0.708, 'female': 0.042, 'not sure': 0.125, 'male': 0.125}",sterile
JL35845JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/118efb1f-b4f3-4364-a3a8-2c9defeb2c08.jpeg,"{'sterile': 0.792, 'male': 0.125, 'female': 0.042, 'not sure': 0.042}",sterile
JL35845JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1d00f562-a87a-4cb7-987a-18038ebb832f.jpeg,"{'sterile': 0.917, 'not sure': 0.083}",sterile
JL35845JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d53a0bdc-599e-4c1e-8bcd-1c0a5d5f8176.jpeg,"{'sterile': 0.875, 'male': 0.083, 'not sure': 0.042}",sterile
JL35871JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/93c5b443-4e32-4f71-86d4-b2c28c867ab1.jpeg,"{'male': 0.045, 'sterile': 0.864, 'not sure': 0.091}",sterile
JL35871JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/80c0c916-67f8-421b-93e2-ad311b60a735.jpeg,"{'male': 0.208, 'sterile': 0.75, 'not sure': 0.042}",sterile
JL35871JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/9a415b68-1e48-4bf7-9580-65d23ba8bfa3.jpeg,"{'sterile': 0.875, 'not sure': 0.083, 'both': 0.042}",sterile
JL35871JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/9c5c098c-fe9c-4038-85a6-0576477ab718.jpeg,"{'sterile': 0.955, 'not sure': 0.045}",sterile
JL35872JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b690f902-aa64-4405-b8eb-e394e09885fd.jpeg,"{'sterile': 0.955, 'not sure': 0.045}",sterile
JL35872JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/61d57870-e6cf-426d-b4cf-4ce8838941d6.jpeg,{'sterile': 1.0},sterile
JL35882_D358JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/23c2adb2-970f-4972-a9ab-2dd695b6101b.jpeg,"{'both': 0.042, 'sterile': 0.958}",sterile
JL35882_D358JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/cf462387-2a7b-4f38-845e-33573c961487.jpeg,"{'not sure': 0.167, 'sterile': 0.792, 'female': 0.042}",sterile
JL35882_D358JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4e40f984-2f4d-4d96-b121-2f700afed575.jpeg,"{'both': 0.083, 'female': 0.792, 'not sure': 0.083, 'sterile': 0.042}",female
JL35882_D358JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/9c461c4d-20ca-4a1d-9915-b74865014fa8.jpeg,"{'male': 0.409, 'not sure': 0.227, 'both': 0.045, 'sterile': 0.273, 'female': 0.045}",male
JL35883JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/5a62cbd9-2ba9-4359-9ce7-2d86bbc83257.jpeg,"{'male': 0.667, 'sterile': 0.25, 'not sure': 0.042, 'female': 0.042}",male
JL35883JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ae9cd7fd-bfa6-48df-8c73-aa5eee62637a.jpeg,"{'not sure': 0.042, 'male': 0.167, 'female': 0.792}",female
JL35899_DF385JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d722c27b-bfb8-46ad-89c8-d4757a216fa3.jpeg,"{'male': 0.042, 'sterile': 0.875, 'not sure': 0.083}",sterile
JL35899_DF385JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b2e686fd-4298-426a-a279-19cadc0d317c.jpeg,{'sterile': 1.0},sterile
